BDAP,Comune,Provincia,Regione,Zona,2008,2009,2010,2011,2012,2013,2014,2015
119542930473450501,COMUNE DI TREISO,CUNEO,PIEMONTE,NORD-OVEST,61610.0,66406.0,85972.0,85775.0,64180.23,78092.48,70161.29,101690.34
119642930460902801,COMUNE DI SAN GREGORIO MAGNO,SALERNO,CAMPANIA,SUD,395501.0,399729.0,405506.0,367255.0,324105.02,331727.93,326671.02,2936253.71
119642930474784802,COMUNE DI LAVARONE,TRENTO,TRENTINO-ALTO ADIGE/SÜDTIROL,NORD-EST,871233.0,606171.0,496387.0,557450.0,528885.59,592807.43,459498.73,516193.08
119642930543451002,COMUNE DI MOGLIA,MANTOVA,LOMBARDIA,NORD-OVEST,324288.0,360532.0,340042.0,405054.0,2605137.18,2772903.01,1273244.69,1196562.83
119742930531276501,COMUNE DI CORLETO MONFORTE,SALERNO,CAMPANIA,SUD,101421.0,139042.0,242431.0,189691.0,110430.58,227862.35,92483.01,79704.87
119942930518238201,COMUNE DI DRUOGNO,VERBANO-CUSIO-OSSOLA,PIEMONTE,NORD-OVEST,96991.0,109426.0,113360.0,116280.0,117886.53,116555.07,102442.59,203277.09
119942930529966301,COMUNE DI SAN ZENO DI MONTAGNA,VERONA,VENETO,NORD-EST,268532.0,219819.0,311910.0,185009.0,197169.47,122527.67,138094.04,475866.45
121242929321210202,COMUNE DI PORTIGLIOLA,REGGIO DI CALABRIA,CALABRIA,SUD,159085.0,162813.0,122252.0,146438.0,148674.66,112326.5,126734.7,914282.17
121242930508820902,COMUNE DI ATRI,TERAMO,ABRUZZO,SUD,987318.0,1020756.0,784837.0,879852.0,768169.72,2748872.59,744289.25,1266513.29
121242930520578002,COMUNE DI DOLIANOVA,SUD SARDEGNA,SARDEGNA,ISOLE,696033.0,724106.0,659062.0,636939.0,602312.83,593200.41,637705.03,656891.03
121342930459339902,COMUNE DI CASCINETTE D'IVREA,TORINO,PIEMONTE,NORD-OVEST,109065.0,98750.0,119574.0,108716.0,121532.87,94688.05,95236.09,129467.32
121342930532867601,COMUNE DI CASTEL CONDINO,TRENTO,TRENTINO-ALTO ADIGE/SÜDTIROL,NORD-EST,44174.0,50215.0,36200.0,53825.0,47552.09,49263.18,59707.74,183798.86
121642928932197502,COMUNE DI CACCAMO,PALERMO,SICILIA,ISOLE,3076445.0,2358241.0,1821494.0,1739546.0,1097999.95,789347.37,922626.11,0.0
121642930531710102,COMUNE DI MESSINA,MESSINA,SICILIA,ISOLE,48932115.0,53353623.0,41623122.0,30380867.0,26596639.21,0.0,24924812.35,108239783.31
121742928857169102,COMUNE DI GABIANO,ALESSANDRIA,PIEMONTE,NORD-OVEST,146172.0,112975.0,110489.0,109460.0,138271.39,155339.04,86368.71,117047.91
121942930532691902,COMUNE DI ROCCASTRADA,GROSSETO,TOSCANA,CENTRO,949587.0,886644.0,1051693.0,714796.0,707006.0,700201.98,801989.16,3807931.5
122042930453747502,COMUNE DI MORRO D'ORO,TERAMO,ABRUZZO,SUD,270814.0,252502.0,239494.0,232236.0,228584.65,200486.29,202476.09,275022.63
122142930476059801,COMUNE DI CUNICO,ASTI,PIEMONTE,NORD-OVEST,44582.0,55540.0,44067.0,56596.0,48437.53,38470.61,31964.37,146490.16
122142930524050702,COMUNE DI GRUGLIASCO,TORINO,PIEMONTE,NORD-OVEST,3924169.0,2563376.0,2841517.0,2690638.0,2740376.68,2279298.92,2259876.59,3757596.94
122242930516823202,COMUNE DI CISLIANO,MILANO,LOMBARDIA,NORD-OVEST,212519.0,292794.0,253086.0,183633.0,177822.3,222115.67,201110.6,251135.2
122242930542103301,COMUNE DI FONTANETO D'AGOGNA,NOVARA,PIEMONTE,NORD-OVEST,297689.0,251087.0,170269.0,193304.0,160774.0,150770.57,157682.67,231582.78
122342929604572701,COMUNE DI ORVIETO,TERNI,UMBRIA,CENTRO,4763768.0,4395830.0,4621442.0,2922822.0,2297196.79,1872063.61,2062013.5,25021613.58
122342930478315301,COMUNE DI VALLEPIETRA,ROMA,LAZIO,CENTRO,86833.0,67423.0,60895.0,63681.0,53675.42,63554.12,58822.55,92654.94
122342930518922302,COMUNE DI MASSA D'ALBE,L'AQUILA,ABRUZZO,SUD,153398.0,102885.0,160890.0,155649.0,148167.28,158227.1,120165.84,161129.57
122342930519827402,COMUNE DI MELZO,MILANO,LOMBARDIA,NORD-OVEST,1362740.0,1332729.0,1476251.0,1421493.0,1268954.52,2032078.41,1427772.98,2264041.38
122642930459111602,COMUNE DI SANTA CRISTINA GELA,PALERMO,SICILIA,ISOLE,251450.0,232320.0,233869.0,450093.0,176224.44,189020.21,137179.09,226297.16
122642930550255802,COMUNE DI TRIVENTO,CAMPOBASSO,MOLISE,SUD,576102.0,2000026.0,612334.0,880655.0,578083.57,490247.86,471279.04,457090.11
122742930457734301,COMUNE DI LERMA,ALESSANDRIA,PIEMONTE,NORD-OVEST,133800.0,88945.0,142217.0,87910.0,72930.9,65786.98,64859.53,156628.26
122742930471847401,COMUNE DI ZERMEGHEDO,VICENZA,VENETO,NORD-EST,88454.0,80680.0,81491.0,84769.0,74280.57,79442.46,0.0,0.0
122842930473415802,COMUNE DI LOSINE,BRESCIA,LOMBARDIA,NORD-OVEST,57585.0,37483.0,48148.0,54301.0,50690.06,40965.7,48941.48,115250.81
122842930534949401,COMUNE DI CASALE CREMASCO-VIDOLASCO,CREMONA,LOMBARDIA,NORD-OVEST,116554.0,198137.0,143815.0,159454.0,115201.23,98468.93,89892.12,143636.75
122842930544924201,COMUNE DI GRISOLIA,COSENZA,CALABRIA,SUD,422800.0,232421.0,201715.0,199630.0,146229.31,140812.04,166382.91,337749.86
122942929194588301,COMUNE DI GESICO,SUD SARDEGNA,SARDEGNA,ISOLE,153644.0,132451.0,147107.0,150963.0,179972.93,134759.21,190047.64,411981.69
123042930475944402,COMUNE DI CERRETO D'ASTI,ASTI,PIEMONTE,NORD-OVEST,27197.0,28109.0,27843.0,23270.0,29376.04,27834.83,26369.78,151313.5
123142930463041001,COMUNE DI CAVENAGO DI BRIANZA,MONZA E DELLA BRIANZA,LOMBARDIA,NORD-OVEST,493047.0,440162.0,375927.0,414252.0,488632.87,479268.18,358550.14,571931.76
123142930474506401,COMUNE DI LATINA,LATINA,LAZIO,CENTRO,9120140.0,9350313.0,9357158.0,8016521.0,7206032.65,6985498.6,6367488.79,191970109.3
123242929642362602,COMUNE DI PORTOBUFFOLE',TREVISO,VENETO,NORD-EST,71399.0,84358.0,99510.0,66211.0,78742.61,95651.93,80192.71,173727.05
123442930527137401,COMUNE DI VENTICANO,AVELLINO,CAMPANIA,SUD,502211.0,427562.0,400907.0,314764.0,164604.51,181842.0,173509.75,1797311.92
123442930543516602,COMUNE DI OLGIATE MOLGORA,LECCO,LOMBARDIA,NORD-OVEST,382580.0,364724.0,350914.0,387934.0,321954.77,301141.78,542016.4,549810.54
123542930548721902,COMUNE DI TERRANOVA SAPPO MINULIO,REGGIO DI CALABRIA,CALABRIA,SUD,86917.0,74891.0,60090.0,65673.0,76470.62,59471.85,66047.62,103884.31
123642930526093702,COMUNE DI TAVERNA,CATANZARO,CALABRIA,SUD,623576.0,480762.0,269105.0,244049.0,242082.37,270948.35,446133.11,3808608.0
123642930543678502,COMUNE DI SANTA MARIA LA FOSSA,CASERTA,CAMPANIA,SUD,310736.0,268016.0,265906.0,276967.0,192732.86,0.0,249523.85,320772.07
123742930477029802,COMUNE DI ENTRACQUE,CUNEO,PIEMONTE,NORD-OVEST,2008823.0,2150638.0,2120807.0,1051589.0,798920.3,172160.19,128037.12,259629.43
123742930480013402,COMUNE DI URAGO D'OGLIO,BRESCIA,LOMBARDIA,NORD-OVEST,696655.0,383656.0,266186.0,261852.0,317774.35,320207.99,224085.68,280983.28
123842930472867801,COMUNE DI MONGARDINO,ASTI,PIEMONTE,NORD-OVEST,41436.0,48198.0,47147.0,51345.0,76187.44,60036.06,45214.85,69082.46
123942930458498402,COMUNE DI ROSATE,MILANO,LOMBARDIA,NORD-OVEST,368980.0,435307.0,435724.0,306678.0,301700.7,282965.07,376070.64,581450.85
124242930458525101,COMUNE DI RIOFREDDO,ROMA,LAZIO,CENTRO,283854.0,158727.0,134648.0,113666.0,143059.44,124193.21,114728.75,141291.66
124242930509420702,COMUNE DI CESIOMAGGIORE,BELLUNO,VENETO,NORD-EST,269955.0,352904.0,220500.0,240235.0,204163.87,187088.24,163527.65,292319.43
124342930525826602,COMUNE DI TORRIGLIA,GENOVA,LIGURIA,NORD-OVEST,168046.0,174014.0,163052.0,189078.0,173415.86,181091.96,178118.31,0.0
124342930527986701,COMUNE DI MONTEGRINO VALTRAVAGLIA,VARESE,LOMBARDIA,NORD-OVEST,79217.0,79179.0,69937.0,73274.0,98851.1,105614.97,104512.02,171873.04
124542930520334001,COMUNE DI CORBOLA,ROVIGO,VENETO,NORD-EST,209987.0,300149.0,186597.0,171613.0,174201.22,252250.28,148714.01,223582.26
124742930477121702,COMUNE DI OSPEDALETTI,IMPERIA,LIGURIA,NORD-OVEST,671338.0,657346.0,634477.0,687554.0,1184684.1,607090.71,1028830.27,811580.62
124942927917484702,COMUNE DI BASICO',MESSINA,SICILIA,ISOLE,287690.0,267388.0,241197.0,293026.0,306371.83,249167.51,224788.7,206967.46
125042930526270701,COMUNE DI VILLA BASILICA,LUCCA,TOSCANA,CENTRO,369293.0,335913.0,184424.0,189435.0,351595.92,204016.37,208187.02,4860762.31
125042930531186701,COMUNE DI BUSACHI,ORISTANO,SARDEGNA,ISOLE,254376.0,211765.0,194779.0,153599.0,130438.48,151690.63,226904.26,284886.24
125142930542024401,COMUNE DI FRAGNETO L'ABATE,BENEVENTO,CAMPANIA,SUD,502384.0,500207.0,408055.0,221843.0,183136.32,141131.84,159003.93,508086.61
125242930523820602,COMUNE DI SCAPOLI,ISERNIA,MOLISE,SUD,78949.0,79208.0,79642.0,118249.0,92843.65,108378.77,107033.07,699010.56
125342930454820802,COMUNE DI VIGOLO,BERGAMO,LOMBARDIA,NORD-OVEST,50911.0,61830.0,88505.0,74686.0,77885.12,58472.85,62303.19,84485.53
125442929568624202,COMUNE DI SAN GIOVANNI AL NATISONE,UDINE,FRIULI-VENEZIA GIULIA,NORD-EST,574236.0,519834.0,504643.0,532729.0,500707.58,458306.84,399816.49,676206.61
125442929765978601,COMUNE DI CASTELLO DEL MATESE,CASERTA,CAMPANIA,SUD,169152.0,174670.0,190115.0,171538.0,163042.09,175035.73,176889.47,524179.42
125442930529058102,COMUNE DI MONZA,MONZA E DELLA BRIANZA,LOMBARDIA,NORD-OVEST,12241833.0,24752333.0,11178733.0,10863212.0,9934653.33,10004494.82,12612385.26,96056148.14
125442930531011902,COMUNE DI COSTA SERINA,BERGAMO,LOMBARDIA,NORD-OVEST,181540.0,126926.0,92714.0,95772.0,73426.97,76476.46,75119.32,163039.08
125742930453762001,COMUNE DI OSSI,SASSARI,SARDEGNA,ISOLE,611004.0,533722.0,455690.0,498611.0,560206.55,539915.85,539726.45,638437.84
125742930530905702,COMUNE DI SUSA,TORINO,PIEMONTE,NORD-OVEST,547883.0,502221.0,495485.0,524271.0,487638.65,442194.53,427952.11,681929.14
126142928602946801,COMUNE DI CUVIO,VARESE,LOMBARDIA,NORD-OVEST,99325.0,119061.0,103165.0,99963.0,88277.84,0.0,96496.93,138612.34
126142930532118001,COMUNE DI PUMENENGO,BERGAMO,LOMBARDIA,NORD-OVEST,116811.0,137281.0,107527.0,125191.0,95551.25,79352.41,70442.19,107707.41
